Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Age dependency ratio (% of working-age population),SP.POP.DPND,Least developed countries: UN classification,LDC,83.64532485,84.6763856,85.49240119,86.11897299,86.56448785,86.8435628,87.80142291,88.48132478,88.94465644,89.22465842,89.32039729,90.05603738,90.56949813,90.88779154,91.0471993,91.0774541,91.63142536,91.91864245,92.01896158,91.99362799,91.86962396,92.33863102,92.57878624,92.62740107,92.51397129,92.26317236,92.55613784,92.58413019,92.41376085,92.10728052,91.70074062,91.57026224,91.29830975,90.8977274,90.35764592,89.66863473,89.52952708,89.1793293,88.67226335,88.07602977,87.43423748,87.1236657,86.72112463,86.25570961,85.74114955,85.1758476,84.94937582,84.62455492,84.20984875,83.71610055,83.15213596,82.6358762,82.01637547,81.31420998,80.54830055,79.73393412,78.99338838,78.19828078,77.36223407,76.49647539,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Lebanon,LBN,90.70078755,92.06184728,93.72946659,95.26168496,96.02246755,95.72814753,95.3303384,94.04725151,92.17420028,90.22175451,88.48544416,86.89661743,85.40350619,83.99414348,82.53668323,80.9304214,80.75434341,80.69621528,80.64786046,80.53518758,80.33914999,80.36527712,80.08706738,79.62596079,79.14175337,78.70405623,77.52792647,76.47152204,75.48994422,74.61452986,73.96089013,70.51159794,67.52925645,65.0166154,62.8144961,60.73496438,60.50781365,60.06860538,59.43917084,58.76718144,58.21186793,58.59502566,58.75655902,58.67100166,58.13152381,56.95666421,55.15457751,53.01724249,50.70901931,48.69061521,47.43732205,47.49126862,48.02580026,48.99044007,50.03246259,50.75018819,50.40615204,50.00213601,49.47287809,48.91037397,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Lesotho,LSO,96.9477069,97.72161935,98.17723713,98.38947663,98.47612062,98.50118911,98.69700518,98.82084341,98.86967843,98.84379466,98.75791515,99.2681357,99.655407,99.95032416,100.1970745,100.4188659,100.6713587,100.7503611,100.6931931,100.5185877,100.2299218,100.6505346,100.9439789,101.0590446,100.933252,100.5270281,100.6230562,100.4301405,99.95316843,99.20928915,98.19377249,96.21507619,94.16392135,92.01906875,89.78732429,87.48900158,85.88745987,84.22358702,82.51205849,80.74367134,78.86119631,77.34255354,75.86412442,74.34495865,72.7642679,71.17848282,70.19517452,69.00797695,67.74669277,66.55279334,65.48437146,64.9345871,64.3767483,63.71003929,62.84883878,61.82297737,61.45756819,60.91151379,60.30117701,59.72589232,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Liberia,LBR,79.49200542,80.65423192,82.01146691,83.39054982,84.45164339,85.04347051,86.41851151,87.22116936,87.59701696,87.76873631,87.87017962,88.78514251,89.44877985,89.91677786,90.21457486,90.37158365,91.26063311,91.81976782,92.14516782,92.36891988,92.57980937,93.40839886,94.13453995,94.70014092,94.87263016,94.39294162,94.98126908,95.1464335,94.83954314,94.1207099,93.08833515,92.6227674,91.57981583,90.20639141,89.0124978,88.60481248,87.90686752,87.32244767,86.96410336,86.5565451,85.74976964,86.16455614,86.2959507,86.15970714,85.99921345,86.05859652,86.36842518,86.64162593,86.86120045,86.85784822,86.48578577,86.16217353,85.58363821,84.76849649,83.78886669,82.70771823,81.8170575,80.83649167,79.7863446,78.69463989,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Libya,LBY,83.93507742,84.83659147,85.92739924,87.13036371,88.27312401,89.30945375,91.10880601,92.72727459,94.2305347,95.68778317,97.11395792,98.96381293,100.456293,101.6686841,102.6352532,103.3355267,103.9900563,104.2851857,104.1990766,103.6568716,102.6363459,100.821394,98.59835242,96.1176221,93.53686468,90.93999147,89.21157836,87.46547508,85.63251935,83.60622293,81.35549988,79.3085624,76.93324609,74.41068809,71.96221197,69.67898881,67.5847354,65.70728389,63.94806945,62.16144942,60.30325397,58.4650176,56.59491521,54.79455639,53.19846151,51.86244887,50.99421864,50.35317269,49.88368008,49.48463733,49.09227505,49.16261594,49.22044292,49.27884933,49.36820575,49.49158353,49.25657527,48.96152643,48.61330481,48.2063677,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Lithuania,LTU,53.99720443,54.486175,54.96490038,55.54643401,56.22263962,56.91885709,57.45965557,57.99585445,58.47659461,58.87493232,59.18252185,59.01812203,58.82389281,58.52842548,58.04269801,57.3453771,56.78112671,55.94185546,54.95185944,53.96996224,53.07829269,52.12816542,51.31197364,50.63804773,50.08932656,49.67472692,49.66409442,49.71517261,49.83817284,50.03115252,50.24850192,50.69271799,51.09865788,51.42024335,51.60390366,51.62703055,51.84563709,51.94895221,51.91192584,51.72630836,51.39610038,50.81147409,50.26014618,49.72831377,49.21167439,48.71850306,48.40507804,48.05002728,47.67954837,47.35822044,47.13823892,47.51274125,47.97096418,48.51116713,49.1361409,49.88068513,50.62585042,51.58048857,52.87589335,54.54485462,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Low & middle income,LMY,78.16643032,79.04863687,80.13349095,81.16902193,81.81718918,81.95418814,82.58104803,82.61621887,82.27346359,81.84645838,81.46196077,81.4913789,81.39375604,81.17547953,80.77888532,80.16926349,79.67041318,78.96200509,78.08255531,77.09443719,76.05569191,75.15451155,74.2671176,73.38873617,72.51762149,71.66747824,71.26903606,70.81136613,70.32179877,69.80113796,69.24439392,69.00953583,68.5341023,67.90605651,67.23145198,66.55392988,65.74013789,65.05573192,64.38401036,63.57395228,62.58540307,61.86905637,60.95488657,59.94600651,58.99167143,58.15933487,57.53401609,56.992839,56.52672591,56.09732871,55.68741946,55.41717964,55.14420654,54.8901872,54.68552029,54.54289675,54.53813977,54.56868285,54.61625126,54.64443854,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Low income,LIC,84.21213265,85.20487449,85.71817153,85.94869372,86.12828798,86.35662622,87.22598479,88.07589482,88.83684361,89.34904059,89.53572906,90.51677102,91.0291965,91.22110453,91.27908125,91.2846286,91.75390594,92.09381654,92.3261947,92.43464212,92.40932063,92.99878348,93.38594284,93.58620373,93.62451323,93.53810984,94.11192457,94.39781258,94.48833239,94.46932358,94.38079458,94.5245992,94.53541529,94.42769091,94.18855113,93.80350912,94.09414065,94.15612461,94.04481059,93.81869025,93.50900493,93.49219913,93.30124549,92.98650723,92.58758448,92.11811252,91.98616969,91.73040054,91.35630227,90.86053009,90.24580016,89.73529107,89.07970941,88.31055053,87.46657126,86.57515528,85.84395923,85.03691346,84.16567569,83.23442554,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Lower middle income,LMC,78.94763199,80.09562819,81.27572462,82.34786957,83.08742164,83.39927333,84.03285363,84.18574082,83.99679867,83.66016763,83.2726657,83.23589712,83.08939035,82.83611449,82.45412891,81.94836063,81.91325596,81.66248707,81.27068653,80.82560312,80.37580556,80.28458401,80.13305618,79.91519964,79.60038085,79.17551505,79.13358637,78.87993577,78.46580029,77.94760991,77.37899063,77.02436512,76.54582074,75.94085706,75.19534968,74.30973455,73.57992191,72.71332188,71.73693199,70.69365744,69.6187006,68.81302517,67.96237518,67.0831712,66.19130229,65.29859379,64.60053201,63.8869278,63.16437673,62.4346918,61.70287537,61.15695297,60.56826289,59.96836745,59.396295,58.86764077,58.43331906,58.04031164,57.66567031,57.27715563,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Luxembourg,LUX,47.07232528,48.05080113,48.96917511,49.80632875,50.52010379,51.08792751,51.90302446,52.54225711,52.9852276,53.22800327,53.28353015,53.19753396,52.84973408,52.31195157,51.6581807,50.93157516,50.44123412,49.99833962,49.51100244,48.83896452,47.92382624,47.19079841,46.23456741,45.22986725,44.39271878,43.84141964,43.60314843,43.54854322,43.6865636,43.98350547,44.41040768,44.98980953,45.67515564,46.43432129,47.17216139,47.80619258,48.40284893,48.79600988,49.04351976,49.20264664,49.29305649,49.48959726,49.60216737,49.61571589,49.52442814,49.34998635,48.68830438,47.99160135,47.32440312,46.74643955,46.2780753,45.68125033,45.12324454,44.59562668,44.08825784,43.62069878,43.43445794,43.20851274,42.98357432,42.82090508,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Macao SAR, China",MAC,87.89585666,90.14802503,92.94827567,96.03451578,98.16435804,98.20547331,96.78958785,92.62663275,86.82746123,80.79784399,75.14975598,68.24127809,62.6300134,58.00461959,53.90164306,50.18491239,48.09824692,46.12910197,44.70191544,44.41868168,45.43838428,44.10660572,44.11508182,44.72769023,45.04536702,44.81210381,46.19249925,46.51586249,46.42421863,46.59204539,47.1358814,47.57783157,48.17173167,48.6999763,48.82081139,48.42322485,47.81345819,47.00730729,46.01400197,44.80528021,43.33312113,41.24480739,38.83008339,36.30318361,33.90490306,31.77539742,29.69692672,27.9393715,26.51477204,25.41096869,24.63677836,24.63954383,24.82301365,25.2428406,25.9408628,26.91398049,28.35874665,30.00258926,31.81876996,33.74563801,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Madagascar,MDG,85.01824649,86.98847764,89.00414908,90.86519946,92.25493252,93.0594908,94.51025513,95.27816932,95.54737891,95.61911065,95.67118411,96.61121785,97.32877164,97.8217971,98.05193667,98.02250729,98.63473022,98.90245301,98.87824045,98.60944555,98.13932248,98.31387739,98.15340516,97.75659845,97.22780503,96.62264513,96.45992877,96.17313527,95.74941333,95.18194787,94.50617949,94.408304,94.12229955,93.7211855,93.30063464,92.92228863,93.09897687,93.17928022,93.16806224,93.03092684,92.74501148,92.82069841,92.61134702,92.18556661,91.61431346,90.92824678,90.24549279,89.50095996,88.64929976,87.62272622,86.41413373,85.29031758,83.98551112,82.60421551,81.28703808,80.10694303,79.12440343,78.26104688,77.47762031,76.71248925,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Malawi,MWI,88.67880952,89.0758134,88.79521088,88.16692241,87.60964407,87.30219709,88.14483557,88.96711749,89.70453259,90.19306958,90.36507351,91.50926635,92.18869305,92.54066768,92.73503959,92.86542674,93.71883222,94.32573039,94.73561154,94.95472606,94.98709432,95.94337172,96.47231742,96.71490002,96.89955464,97.19832925,96.57589235,95.89435321,95.06015079,93.80205633,91.92676967,92.88325289,93.26127617,93.27449576,93.35174988,93.81631146,94.59485539,95.42627878,96.23396096,96.76195338,96.86183174,97.51779293,97.68829363,97.51739197,97.25269651,97.03762035,97.02252782,97.0114136,96.93847732,96.66115396,96.10667949,95.71210314,94.89171462,93.78637638,92.56388123,91.29253726,89.86509377,88.48681449,87.082769,85.56563822,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Malaysia,MYS,95.73657512,96.6151956,97.52633676,98.18935371,98.2617627,97.61764988,97.10862847,95.69090719,93.80863389,92.05563486,90.69561755,88.69245613,87.3511146,86.32053115,85.12953886,83.60978041,82.2002075,80.475968,78.63635207,76.99225628,75.68870618,74.72533164,74.01422637,73.47976594,72.98952302,72.48062556,71.93151644,71.24057902,70.42121383,69.55677669,68.71680958,67.95762919,67.24945836,66.55337673,65.81006777,64.99168865,63.99207505,62.94546228,61.83695391,60.65701126,59.41654083,58.61072845,57.50700907,56.18525393,54.81027444,53.53433123,52.81691652,52.04955928,51.1689113,50.14376644,49.02970204,47.95776801,47.07835664,46.3271449,45.65723659,45.06455,44.75839865,44.46220955,44.23124385,44.12492845,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Maldives,MDV,69.50485712,71.78342171,73.97162341,76.14842904,78.33858534,80.47931968,83.71426574,86.94427051,89.98150165,92.58613021,94.60218671,95.41687142,95.46182003,94.93359792,94.04230317,92.94099344,93.11818207,92.86704894,92.42608448,92.1040758,92.08466328,92.40137644,93.19032291,94.20826446,95.09826935,95.6914976,97.81287481,99.17007563,100.0219296,100.6933566,101.2245266,101.467042,101.5173614,101.1633403,100.088539,98.13125643,95.14294104,91.58830321,87.60613578,83.45327601,79.30472395,73.77682013,68.62855243,63.91722988,59.69678313,55.99308884,52.47555638,49.39958278,46.75617124,44.48587432,42.54523062,40.2508699,38.10406208,36.24927875,34.76134125,33.6122582,32.63405994,31.87975718,31.3219386,30.8055973,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Mali,MLI,75.73384454,76.74964939,77.68676306,78.44694859,78.80836915,78.68632045,79.99004218,80.65835739,80.85517751,80.82317039,80.70592331,81.99420945,82.94056764,83.63321067,84.11164049,84.38977907,86.13015032,87.47066,88.48511287,89.24824148,89.80124228,91.52295728,92.88756178,93.92539807,94.62779231,94.97914127,97.11725069,98.8290319,100.1811829,101.291193,102.2329863,102.5198878,102.5369021,102.3347198,101.91007,101.2640453,101.3636133,101.0825873,100.5676959,99.9964672,99.46909412,99.52697401,99.505619,99.43838598,99.3292879,99.18883914,99.91012402,100.4333889,100.7858825,100.9606992,100.9364307,101.7300745,102.1517823,102.2766082,102.1915058,101.9346323,101.5171021,100.9554734,100.2030712,99.20249208,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Malta,MLT,86.48171731,84.22856237,80.85530504,76.7900991,72.7810078,69.24587901,66.96277227,64.72186828,62.64242437,60.87420832,59.51836313,57.72689851,56.73501961,56.17571059,55.56728912,54.69360982,54.13005893,53.10682614,51.93381532,51.06352206,50.67116489,50.66860012,50.86822674,51.12846587,51.2665294,51.22502641,51.40844135,51.53787952,51.58094573,51.50937854,51.31612115,51.25105484,51.04961479,50.78007618,50.51282257,50.27453385,49.70367101,49.20484576,48.73036093,48.21338432,47.61969635,47.19763901,46.71006562,46.18171949,45.66069652,45.19352113,44.54430037,44.01438997,43.7426264,43.81807785,44.26450883,44.94682888,45.8314093,46.91708888,48.1117799,49.29604396,50.57288825,51.78428377,52.96650159,54.19229365,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Mauritania,MRT,86.89717165,88.2953695,89.32204564,90.09581199,90.73153034,91.27430191,92.36120971,93.25401512,93.94059157,94.36050696,94.4848639,95.13578229,95.40101115,95.37042518,95.14219638,94.77448518,94.93541779,94.85689588,94.59146736,94.17860666,93.64675154,93.66795169,93.49234512,93.16749284,92.74217528,92.24073318,92.48430922,92.59057765,92.5672737,92.40486298,92.09630754,92.13607636,91.95182761,91.59921357,91.14655765,90.62524203,90.21753682,89.77562061,89.26011461,88.62548388,87.86849158,87.08333045,86.14801255,85.14209584,84.16023037,83.24672492,82.54763716,81.84784824,81.16393823,80.49577431,79.84597109,79.40691714,78.94741924,78.46704631,77.94790891,77.37925212,77.09321105,76.65744723,76.13166321,75.57769757,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Mauritius,MUS,96.39206272,96.64742823,97.05493405,97.3466973,97.08935091,96.05749979,95.25607879,93.4546666,91.09499533,88.69355371,86.40086114,83.19279304,80.68201096,78.53353207,76.27027114,73.713894,70.70685006,68.0345852,66.10479827,65.06654711,64.62271225,63.06962294,61.45815032,59.79322568,58.11530837,56.49725658,55.22649398,53.92713405,52.68282617,51.62243632,50.81856759,49.95376403,49.50266418,49.29263219,49.03063117,48.55581143,48.69836025,48.31494924,47.67139256,47.1309105,46.83733952,46.27432328,46.17022722,46.25682243,46.12412981,45.59275885,45.16899773,44.33809908,43.33273809,42.49800948,41.98941893,41.48212331,41.29290656,41.34053369,41.45498725,41.5514543,41.53230052,41.46081455,41.37842802,41.3595731,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Mexico,MEX,96.51482477,97.41176455,98.39503907,99.33685581,100.0406011,100.4277341,100.8944932,101.1166559,101.1219849,100.9750283,100.7161394,100.7386803,100.5611868,100.2338597,99.7880207,99.21855584,98.71132333,98.04163392,97.20318865,96.16755044,94.91432903,93.07236211,91.18040586,89.26566971,87.35515389,85.46739692,83.62160486,81.87657161,80.20770365,78.58922826,77.01100799,75.60890896,74.25169397,72.95992754,71.78321373,70.72857662,69.34589957,68.09633863,66.95949603,65.89418627,64.87330134,63.66212714,62.60036541,61.64760118,60.75782811,59.90324187,59.07172905,58.13095889,57.14931485,56.22262335,55.40225447,54.61010103,53.94848111,53.38531003,52.86123075,52.34771993,51.92537445,51.46924127,51.0129948,50.60644416,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Micronesia, Fed. Sts.",FSM,95.70034292,96.62671233,98.47062767,100.5706544,101.9123825,102.1559899,102.1938661,101.3841202,100,98.51800508,97.06410832,98.59884837,100.2862196,102.1228252,104.2147598,106.7398068,105.7116374,104.9054264,104.3388368,103.8947521,103.425288,102.1034862,101.010049,99.87852946,98.35252605,96.42652354,95.77951002,94.54498281,93.07543764,91.83561085,91.0241406,90.80828375,90.86425331,90.739721,90.06901497,88.78978879,87.1992949,85.51517743,83.47180305,81.10496866,78.57772309,78.20585301,77.5135171,76.6345566,75.67923813,74.65194352,71.98374355,69.6703868,67.54801858,65.53071099,63.67814995,62.14225259,60.52409259,59.00984748,57.77216528,56.83916406,56.1318015,55.72771855,55.53070157,55.39581115,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Middle East & North Africa,MEA,87.40474178,88.89361584,90.28965702,91.50300375,92.34407387,92.72538833,93.47661871,93.64912611,93.44547317,93.07674668,92.64595321,92.71239375,92.60290728,92.35135207,92.00607824,91.59630725,91.41369163,91.16053058,90.8506753,90.50911135,90.17895894,90.21490147,90.17151776,90.06395653,89.88912646,89.62182876,89.76437898,89.67868571,89.37321035,88.82094013,88.08882481,87.06644685,86.01920631,84.45932632,82.69850482,80.59613538,78.49034055,76.38911499,74.29146587,72.18945633,70.09181033,68.01732661,65.98622258,64.04640634,62.25989493,60.66201598,59.24383256,57.98570622,56.92253644,56.0755719,55.44387096,54.92183804,54.60501419,54.46015268,54.4232674,54.44298803,54.74104205,54.95554378,55.12839921,55.30232807,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Middle East & North Africa (excluding high income),MNA,87.86470823,89.44436965,90.94990972,92.26802912,93.19606609,93.63271312,94.43967612,94.64631879,94.43553416,94.03996236,93.56733762,93.67582631,93.58397042,93.34241781,92.99411798,92.57672242,92.44822969,92.25972469,92.00955859,91.70997287,91.3992115,91.55975061,91.61592834,91.58896037,91.49127535,91.31121234,91.48853083,91.44808737,91.16947081,90.60781248,89.83822771,88.74527704,87.33720653,85.67101389,83.82068534,81.83715064,79.71670435,77.60209219,75.45558043,73.25591635,71.02806819,68.98974202,66.97900762,65.05872034,63.31094494,61.77970872,60.56700297,59.5322363,58.68974701,58.04188929,57.58308187,57.22772732,57.06271112,57.05225349,57.12982275,57.24560676,57.61443054,57.8773892,58.07816132,58.27008057,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Middle East & North Africa (IDA & IBRD),TMN,87.86470823,89.44436965,90.94990972,92.26802912,93.19606609,93.63271312,94.43967612,94.64631879,94.43553416,94.03996236,93.56733762,93.67582631,93.58397042,93.34241781,92.99411798,92.57672242,92.44822969,92.25972469,92.00955859,91.70997287,91.3992115,91.55975061,91.61592834,91.58896037,91.49127535,91.31121234,91.48853083,91.44808737,91.16947081,90.60781248,89.72545977,88.61931894,87.1948986,85.50941901,83.63756728,81.63087786,79.48231493,77.34229467,75.1770784,72.96030897,70.71828333,68.66966751,66.6490566,64.72162796,62.97124106,61.44165614,60.23713959,59.21269535,58.38172403,57.74693086,57.30236791,56.95832963,56.80678607,56.81102905,56.90318068,57.03257664,57.41475705,57.6905776,57.90212915,58.10423959,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Middle income,MIC,77.7540803,78.6246474,79.7473823,80.8388917,81.51942081,81.64992729,82.25988567,82.23806729,81.81795255,81.32486919,80.89977847,80.86201398,80.72032962,80.47146111,80.04049834,79.38418684,78.81260643,78.02445209,77.05986285,75.98715267,74.86924205,73.85401704,72.86849697,71.90543232,70.96024956,70.04520683,69.56502155,69.04124929,68.49562683,67.92176654,67.31187091,67.02632021,66.48801852,65.79150075,65.0537195,64.32403331,63.39099465,62.61560353,61.86650475,60.97367343,59.88989662,59.07182778,58.04944909,56.93092791,55.87631417,54.95924039,54.23436943,53.61125704,53.08137458,52.6047144,52.16306099,51.86701654,51.58493179,51.33745975,51.15332424,51.04330702,51.06933998,51.14381227,51.2444938,51.33069793,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Moldova,MDA,61.20758337,62.58308168,64.13326001,65.61519169,66.64739772,67.02157725,66.97298216,66.36052725,65.25824468,63.89962899,62.46364159,60.57170385,59.01140737,57.7380227,56.59004593,55.4554946,55.04749938,54.37463229,53.58568805,52.94873274,52.61497598,52.43130625,52.49379114,52.71765285,52.981578,53.26066858,54.05810327,54.92099976,55.71574593,56.34749092,56.75850476,57.1660676,57.18165494,56.83567127,56.19609525,55.30741568,54.31911636,53.2514572,52.05451981,50.63885887,48.98059949,47.24694213,45.34127062,43.36343204,41.46648587,39.74586391,38.81862499,38.02069474,37.3682819,36.82249044,36.3554359,35.87563897,35.39672619,34.98093348,34.76314377,34.84521389,35.50400612,36.47266864,37.60772339,38.70163177,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Mongolia,MNG,71.89298975,74.74455801,78.28038345,82.08135802,85.4256797,87.91759031,91.18971029,93.07622554,94.10186978,95.05352842,96.27517278,97.49193268,99.08664944,100.5799332,101.2357372,100.7610367,100.4810126,99.02729188,96.90289442,94.78584444,92.9918023,91.62487191,90.49265666,89.44176888,88.24373322,86.83617769,85.96049148,84.8985367,83.65663653,82.19462984,80.48070456,79.88191259,78.63288015,77.009574,75.32516756,73.68150958,71.27955715,69.28528253,67.3929449,65.17908347,62.50177928,59.7602396,56.67457113,53.52061877,50.71903333,48.48757345,46.82374651,45.69730604,45.0299687,44.67567505,44.56420464,45.06966361,45.71322748,46.52767397,47.52054173,48.64634142,50.0470069,51.3858084,52.65572144,53.81684486,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Montenegro,MNE,69.48746072,69.56268061,69.88584313,70.23804392,70.2315854,69.62499355,69.7775298,69.37523893,68.54379051,67.66776085,67.07293215,65.62526107,64.47901398,63.5002914,62.40909899,61.06402042,60.10396173,58.83546035,57.40105463,56.04212601,54.89329932,53.62137485,52.63509613,51.85118964,51.11408424,50.35826315,50.51479239,50.53702755,50.5012463,50.56670092,50.7925416,50.28504662,50.05141306,49.97677237,49.89776154,49.74919888,49.82675628,49.76142154,49.58128406,49.39367569,49.2822754,49.40191417,49.57652997,49.77225916,49.87318203,49.79527736,49.55645475,49.1226371,48.56627545,48.00244159,47.51598576,47.41427882,47.31178967,47.26477491,47.36475389,47.66993103,48.09344874,48.8051319,49.66590017,50.46508141,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Morocco,MAR,91.15793169,93.95825526,97.112158,100.1943806,102.5394069,103.8037537,105.2407918,105.7582611,105.5566448,104.9901065,104.2065991,103.4151122,102.2734806,100.8289715,99.11620261,97.19993303,95.21740609,93.14495467,91.06334047,89.07754935,87.25838156,86.04280716,84.90194007,83.83824147,82.80355058,81.74512106,81.09937222,80.2056445,79.17564753,78.16677449,77.23889704,76.07975909,75.17992263,74.32240564,73.21827965,71.75695159,70.40854967,68.65018882,66.69580091,64.85986843,63.28625271,61.69302212,60.47829064,59.49468323,58.53325016,57.51204851,56.57691836,55.54807688,54.52300114,53.66085929,53.03955625,52.4309481,52.06565092,51.89776173,51.8219875,51.77593318,51.93216407,51.98942127,52.02023609,52.13746737,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Mozambique,MOZ,82.76091791,83.60101617,84.23584476,84.70354312,85.02087786,85.19495861,86.13734153,86.74950077,87.11219242,87.31479518,87.40289477,88.15849272,88.6647822,88.95019386,89.03557362,88.95129509,89.26187717,89.26527195,89.03300132,88.62558674,88.07401034,89.26270543,90.21090934,90.89915375,91.26318517,91.2420136,93.77464059,95.90664949,97.67625954,99.30319847,101.0192672,98.21355407,95.90774769,94.11024277,92.64604316,91.32637653,91.77825184,91.95667543,91.91330752,91.79322149,91.71082156,92.31742977,92.83567533,93.27039389,93.56553878,93.6805786,94.48180142,94.94364589,95.14747888,95.18908857,95.10825919,95.11675833,95.00141334,94.72402005,94.22533087,93.49880693,92.73513753,91.78322001,90.69981608,89.56069053,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Myanmar,MMR,77.98574816,79.55716889,81.26370399,82.87749763,84.0548044,84.66582329,85.5603028,85.91831247,85.8713938,85.62462385,85.28718558,85.45152509,85.34266284,85.04557096,84.63068569,84.12978899,83.87023908,83.51111791,83.03547465,82.41063804,81.63444884,81.15814442,80.51633624,79.70787019,78.71927075,77.54522877,76.68930159,75.54460062,74.20488073,72.77793006,71.31189967,70.05223002,68.81916085,67.56702651,66.25156749,64.87996124,63.60156586,62.3292671,61.0784772,59.87758537,58.74519344,58.10927434,57.49185009,56.90611368,56.34807453,55.79419069,55.47285431,55.0782944,54.60860179,54.07680886,53.49543807,52.62732697,51.76898366,50.91364507,50.05929518,49.22233799,48.55047753,47.94595783,47.39629602,46.89919133,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Namibia,NAM,82.92329038,83.80936204,84.67465397,85.45977434,86.04098889,86.37502113,87.18004885,87.65542758,87.92265601,88.18085149,88.5454579,89.35303096,90.2893019,91.24584441,92.02182995,92.51387617,94.73635662,96.48332687,97.88601704,99.15156108,100.3585791,100.9800403,101.5487702,101.9404724,102.0153231,101.7610656,99.85074795,97.78650136,95.67205281,93.59114571,91.57457197,91.02817572,90.32394861,89.49001861,88.55870316,87.53362464,86.96341722,86.24530831,85.33940129,84.16272349,82.67659226,81.56793794,80.22565159,78.74902498,77.32015585,76.06013759,74.57627119,73.48893189,72.6479666,71.85615589,71.04549806,70.60888207,69.96569375,69.28122309,68.7655056,68.48212778,68.2832905,68.21263967,68.19801605,68.10668126,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
