Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Curacao,CUW,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.33300018,53.82799911,54.70899963,53.86399841,55.6230011,54.60699844,54.97200012,56.86000061,56.53699875,56.48600006,57.41699982,60.2820015,60.99599838,62.36399841,62.41400146,61.73799896,62.85599899,64.16600037,64.59899902,65.33999634,66.78199768,66.11399841,65.76399994,66.31999969,68.49199677,68.80799866,67.92700195,68.59700012,69.69200134,69.95700073,70.20899963
Czech Republic,CZE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.55500031,63.79999924,63.93099976,64.02300262,64.42900085,64.03700256,63.42300034,63.28499985,63.61999893,63.92100143,63.61399841,63.14099884,62.70100021,62.80899811,62.27399826,62.47999954,62.39199829,61.57699966,61.10499954,61.47800064,61.47299957,62.11700058,63.39699936,64.98500061,65.60399628,66.55699921,67.8010025,68.89700317,69.8710022,70.11199951,70.27799988
Germany,DEU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77000046,61.49200058,61.34799957,60.77500153,61.57600021,61.48199844,61.54399872,62.13999939,62.5,63.27500153,63.49599838,64.04000092,64.7009964,65.56099701,65.66699982,67.05799866,68.40599823,69.32299805,69.66699982,70.36299896,70.86699677,71.9940033,71.98000336,72.66500092,72.86000061,72.95700073,73.40499878,73.78500366,74.10900116,74.28800201,74.46099854
Djibouti,DJI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.74300003,47.69300079,47.76499939,47.94400024,48.07600021,48.18399811,48.37799835,48.51900101,48.63800049,48.77099991,48.97299957,49.06399918,49.18299866,49.32300186,49.47299957,49.63800049,50.05500031,50.55699921,51.14899826,51.83100128,52.5019989,52.80199814,53.05899811,53.26800156,53.45899963,53.6629982,53.75099945,53.89599991,54.07799911,54.19300079,54.3370018
Dominica,DMA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.60500336,78.07299805,78.20300293,77.38800049,73.33000183,73.30400085,73.35600281,73.89299774,74.77100372,75.51999664,75.40899658,74.65000153,75.44200134,74.38300323,75.76000214,75.78299713,76.84500122,76.56900024,77.11299896,76.82900238,75.99900055,75.92500305,75.52500153,75.43299866,74.91200256,75.26599884,77.27899933,76.13999939,76.64800262,76.67299652,76.69999695
Dominican Republic,DOM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.36100006,37.28099823,38.42100143,39.11299896,39.23600006,39.7519989,40.32400131,41.26300049,41.96099854,42.57099915,43.02700043,42.09600067,43.91799927,42.6629982,42.15800095,42.93099976,44.56800079,43.90599823,45.69300079,42.62200165,45.74599838,48.03499985,49.00899887,49.66999817,50.41699982,53.4280014,54.22200012,54.57300186,55.31900024,55.63499832,55.94200134
Algeria,DZA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.43799973,12.43200016,12.45499992,12.46500015,12.49300003,12.5710001,12.64400005,12.59700012,12.5909996,12.63099957,12.71800041,12.84899998,13.02600002,13.24499989,13.50199986,13.79399967,14.11600018,14.47399998,14.87100029,15.31200027,15.48600006,16.45700073,17.48999977,18.29500008,16.68300056,16.56299973,16.43499947,16.25699997,16.04800034,16.10899925,16.12299919
East Asia & Pacific (excluding high income),EAP,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.68208277,73.76010868,73.8445429,73.72344419,73.58342682,73.45593226,73.33781297,73.13702626,72.91244105,72.64195698,72.27778694,71.44996244,70.53265747,69.7787474,69.00733429,68.34163704,67.80815213,67.85767393,67.55891261,67.22475625,66.87985312,66.95993823,66.85584691,66.58447763,66.46889196,66.28608436,66.10190551,65.94543792,65.95421094,65.78550316,65.58725798
Early-demographic dividend,EAR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.29083308,36.55403368,36.84211392,36.8562641,37.22188903,37.20052687,37.28564873,37.47535125,37.63217728,37.82732078,37.76785844,37.80134598,37.75146836,37.93413086,38.13033509,38.28830711,37.812515,37.6790285,37.14310583,36.80662248,36.4592856,35.99659907,35.61596283,35.47667822,35.34546376,35.40242965,35.41993419,35.51144582,35.59185166,35.63098284,35.65832601
East Asia & Pacific,EAS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.28388054,71.42905832,71.55029858,71.46921779,71.42187154,71.36769078,71.35133466,71.27059379,71.02833687,70.81026422,70.55393405,69.89882877,69.1227208,68.49959816,67.88140188,67.37184413,66.95463431,67.05704876,66.82853163,66.55784356,66.2848992,66.38517497,66.33779608,66.19732535,66.18771814,66.09966606,66.02415393,65.98443999,66.11008992,65.98400878,65.82865519
Europe & Central Asia (excluding high income),ECA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.82641382,61.71761762,61.32717281,59.52174064,59.27083991,58.89522325,58.10648719,56.91621121,56.19236079,57.66880393,57.17148262,56.69460336,57.41547851,57.11564334,56.84149691,56.85358486,56.97918179,57.19471118,57.16850749,57.30814125,57.3927809,57.74888013,57.69893086,57.93343712,57.82610809,58.15629402,58.45266684,58.62006655,58.87884081,58.80502089,58.72453553
Europe & Central Asia,ECS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.09309133,59.50904354,59.30500793,58.48246736,58.54177572,58.439231,58.25266513,57.96507315,57.89980488,58.94437761,59.03428416,58.84694926,59.39821482,59.62661146,59.76411036,60.05774641,60.42430345,60.6976091,60.9765652,61.26273123,61.50176172,61.86696642,62.23608958,62.60142978,62.79920633,63.11578223,63.53643655,63.86432712,64.22119493,64.27825126,64.31834594
Ecuador,ECU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.59600067,49.09700012,49.43600082,49.77199936,50.29700089,50.64599991,50.91999817,51.26399994,54.93600082,54.4090004,53.8730011,53.32899857,52.77199936,52.20700073,56.04499817,54.88399887,56.24499893,55.23400116,55.51900101,53.98899841,52.7519989,51.70000076,53.06999969,52.20199966,51.13800049,54.875,58.51499939,59.51399994,58.15999985,58.33399963,58.51900101
"Egypt, Arab Rep.",EGY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1590004,23.15399933,23.29599953,23.42399979,24.34700012,22.85099983,22.0340004,21.23600006,20.46100044,21.5359993,21.59600067,21.78499985,20.49900055,20.95299911,21.45000076,21.99200058,22.58300018,24.49399948,23.21100044,24.43000031,24.29800034,23.72500038,24.18600082,25.13199997,25.58799934,24.36100006,24.62400055,23.63299942,23.61800003,23.78700066,23.95800018
Euro area,EMU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.51026758,53.82831926,53.76864071,53.81457911,54.48495243,54.8204204,55.37694276,55.91307964,56.57174556,57.51702051,58.14474649,58.22738212,59.24379415,60.31518896,60.98559413,61.7023016,62.47031852,63.10446969,63.77359545,64.25708853,64.67803503,65.13737781,65.89065138,66.34377536,66.62720357,66.86506875,67.38324678,67.69902644,68.0794168,68.20667595,68.31825251
Eritrea,ERI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.11100006,73.98000336,73.78700256,73.48100281,73.12599945,72.84899902,72.86699677,72.875,72.85900116,72.79100037,72.68800354,72.56400299,72.40599823,72.28500366,72.23500061,72.32099915,72.61399841,72.94499969,73.33799744,73.6740036,73.9960022,74.28399658,74.50900269,74.65899658,74.71299744,74.67099762,74.73999786,74.72699738,74.67500305,74.62200165,74.54299927
Spain,ESP,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.49300003,41.86500168,42.66400146,43.42599869,45.10800171,45.80500031,46.69499969,47.96500015,48.6629982,49.71900177,51.82799911,50.44200134,53.5719986,55.375,57.10900116,58.84999847,60.62900162,61.88399887,63.61999893,65.1989975,66.36799622,67.39900208,68.36100006,68.73000336,68.8030014,69.04399872,69.28500366,69.02300262,68.84700012,68.89199829,68.90200043
Estonia,EST,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.46800232,66.42500305,66.4240036,66.41500092,66.41799927,66.54499817,66.6289978,66.87200165,66.44200134,65.19499969,66.05500031,65.61499786,64.05699921,66.29499817,67.61599731,67.85600281,69.63300323,68.93099976,70.30799866,70.6269989,71.16699982,71.61299896,71.58000183,71.96299744,71.49099731,73.17299652,73.36799622,75.09100342,75.59500122,75.65499878,75.6969986
Ethiopia,ETH,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7990036,67.81500244,67.84100342,67.79199982,67.78500366,68.71199799,69.60600281,70.47299957,71.31199646,72.1269989,72.92199707,73.71499634,74.49199677,75.24900055,75.97899628,76.6760025,76.61799622,76.54499817,76.46099854,76.37200165,76.28399658,76.21299744,76.15000153,76.09500122,76.05899811,76.02700043,76.01300049,76.00800323,76.02799988,76.17199707,76.3259964
European Union,EUU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.71807209,56.65561193,56.57979134,56.43478981,56.74664605,56.82186697,56.99234422,57.32619718,57.75810499,58.47413941,59.01130135,59.11420212,59.50214759,60.2155794,60.70571278,61.22174819,61.84177998,62.2621111,62.79310063,63.24472183,63.73252081,64.13003128,64.88972037,65.3672382,65.80928852,66.105326,66.61156088,67.10362358,67.53803173,67.69952098,67.84000176
Fragile and conflict affected situations,FCS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.74795695,54.69494464,54.54699591,54.40803382,54.27647394,54.23652202,54.08504722,53.96287647,53.82426459,53.75716424,53.72113698,53.55481855,53.32774516,53.12761905,52.97608331,52.79482678,52.46828606,52.15024489,51.80822864,51.39913077,51.00897492,50.77933747,49.8544604,49.17198809,48.97996027,48.89112924,48.65483468,48.38104897,48.39747513,48.29119766,48.17450878
Finland,FIN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.40799713,72.02700043,70.65499878,69.85800171,69.08999634,69.10500336,69.27400208,69.72699738,69.9280014,71.52500153,71.58300018,72.18599701,72.70300293,72.42099762,72.38700104,72.67099762,73.23400116,73.80000305,73.90499878,73.50700378,72.55599976,72.55200195,73.21399689,73.31099701,73.90599823,74.38899994,74.11100006,74.95800018,76.20200348,76.29299927,76.36499786
Fiji,FJI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.81600189,40.93799973,40.74300003,40.6780014,40.50699997,40.42399979,40.26300049,39.60400009,38.9659996,38.35699844,37.78300095,37.4109993,37.09199905,36.80799866,36.53499985,36.25799942,37.95199966,39.63000107,41.29600143,42.96900177,44.67100143,46.46699905,45.60699844,44.74200058,43.84899902,42.35599899,40.8219986,40.74100113,40.65599823,40.89799881,41.13700104
France,FRA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77700043,58.11399841,58.75899887,59.43899918,59.85499954,60.48400116,61.19100189,60.89599991,61.43199921,62.07099915,62.25999832,61.95500183,62.26900101,63.92900085,63.75699997,64.27600098,64.39299774,64.81099701,65.05500031,65.54399872,65.66999817,65.64700317,66.15100098,66.81400299,66.95700073,67.23899841,67.5490036,67.5490036,68.26699829,68.43699646,68.59999847
Faroe Islands,FRO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.11399841,37.89199829,37.77500153,37.66999817,37.62200165,37.62400055,37.67599869,37.77199936,37.92699814,38.20000076,38.44900131,38.6780014,38.95600128,39.2480011,39.57400131,39.90100098,40.3030014,40.66899872,41.13100052,41.59500122,42.02500153,42.32400131,42.71500015,43.16699982,43.67499924,44.21500015,44.45000076,44.66699982,44.84600067,45.24000168,45.56999969
United Kingdom,GBR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.09700012,65.97299957,65.8730011,65.95899963,65.9940033,65.93299866,66.41400146,66.85199738,66.81400299,67.35900116,67.73699951,67.54499817,68.03600311,67.91999817,68.29699707,68.68299866,69.10500336,68.85900116,69.19999695,69.30899811,69.21099854,69.46199799,70.01999664,70.66999817,71.16100311,71.55899811,72.0530014,72.68199921,73.07800293,73.22299957,73.34700012
Georgia,GEO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5379982,62.09799957,62.72100067,63.39599991,64.11799622,63.64500046,62.74000168,61.96900177,61.69499969,61.47499847,57.625,60.98199844,59.04899979,60.90800095,59.92300034,59.375,59.61299896,59.86999893,60.14199829,60.43500137,62.92200089,63.77199936,63.59500122,62.71500015,63.80599976,65.22799683,63.30199814,63.57699966,63.84400177,64.11399841,64.31800079
Ghana,GHA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.17500305,73.27400208,73.38600159,73.49299622,73.60199738,73.6969986,73.78299713,73.85500336,73.91000366,73.9509964,73.98400116,73.36299896,72.73500061,72.11000061,71.4980011,70.90899658,70.33999634,69.83100128,69.31300354,68.77899933,68.22100067,67.62999725,67.00700378,66.35199738,65.67099762,64.96600342,65.0759964,65.1740036,65.27799988,65.14399719,64.99700165
Gibraltar,GIB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.85099792,65.78299713,65.71600342,65.64600372,65.58499908,65.52600098,65.44799805,65.375,65.31400299,65.25800323,65.21299744,65.13300323,65.04199982,64.96900177,64.89099884,64.81099701,64.81099701,64.79000092,64.78099823,64.79399872,64.77300262,64.77999878,64.78700256,64.8010025,64.81700134,64.83499908,64.85199738,64.8730011,64.9280014,64.9940033,65.07099915
"Gambia, The",GMB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.67599869,46.56299973,46.45600128,46.36299896,46.69900131,47.02999878,47.29100037,47.54499817,47.79499817,48.04100037,48.28099823,48.5340004,48.77600098,49.02099991,49.27399826,49.5379982,49.81399918,50.08100128,50.34899902,50.63199997,50.93700027,51.26399994,51.60300064,51.70199966,51.85800171,51.97200012,52.10300064,52.21500015,52.31999969,52.52399826,52.7120018
Guinea-Bissau,GNB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.34300232,66.26699829,66.22000122,66.1760025,66.14099884,66.11000061,65.95400238,65.84100342,65.95300293,65.89399719,65.82700348,65.82700348,65.85700226,65.88700104,65.91400146,65.94100189,65.98600006,66.03900146,66.10399628,66.18000031,66.26100159,66.32299805,66.44799805,66.5530014,66.6740036,66.76599884,66.84600067,66.93000031,67.02300262,67.12799835,67.21900177
Equatorial Guinea,GNQ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.63600159,52.63999939,52.58000183,52.49599838,52.43199921,52.40299988,52.27999878,52.22999954,52.25999832,52.38199997,52.5909996,52.64799881,52.84700012,53.15499878,53.52399826,53.9090004,54.08000183,54.3429985,54.68500137,55.08000183,55.48799896,55.49200058,55.58000183,55.75699997,56.01599884,56.33399963,56.11999893,56.02199936,56.03499985,56.14099884,56.3219986
Greece,GRC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.36100006,41.14899826,42.7140007,42.95399857,43.91400146,45.00999832,46.65200043,47.1269989,49.2879982,50.93000031,51.12400055,50.18999863,51.54700089,52.61999893,54.7159996,54.94599915,55.49900055,55.43000031,55.50699997,56.85200119,57.72600174,57.75500107,58.61999893,58.7519989,59.22399902,60.18399811,60.61800003,60.4109993,60.16999817,60.13999939,60.10300064
Grenada,GRD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.55599976,39.82899857,40.24399948,40.54600143,40.90000153,41.43000031,41.61000061,42.03900146,42.58300018,42.95000076,43.24599838,43.36299896,43.64899826,43.73099899,43.92900085,43.7179985,43.5019989,43.26900101,43.02299881,42.77099991,42.52299881,42.2840004,48.57300186,42.47999954,42.53300095,40.91999817,42.50500107,41.47800064,41.75,41.77299881,41.80899811
Guam,GUM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.78900146,61.87900162,61.93600082,61.96900177,61.97999954,61.97800064,62.01100159,61.93700027,61.77899933,61.69400024,61.5890007,61.52099991,61.42499924,61.27899933,61.12099838,60.9070015,60.72200012,60.46900177,60.26599884,60.14300156,59.99200058,59.84899902,59.79100037,59.75699997,59.72999954,59.64400101,59.58200073,59.54999924,59.49000168,59.4469986,59.42399979
Guyana,GUY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.97299957,39.66199875,40.44800186,41.21900177,40.64500046,40.04999924,39.47299957,38.91799927,38.38999939,37.88899994,37.40399933,36.90299988,36.37099838,37.16199875,37.88899994,38.53900146,39.21500015,39.85200119,40.4679985,41.11000061,41.80599976,42.51200104,43.25600052,44.02199936,44.79499817,45.56499863,46.38800049,47.22399902,47.44300079,47.75799942,48.06999969
High income,HIC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.37556339,58.84382038,59.04228549,59.06036707,59.5532307,59.74928773,60.07933535,60.57164828,60.68023694,61.06357112,61.38458305,61.4103138,61.55240472,61.83865652,62.02781225,62.4038412,62.78438968,62.98133068,63.34110056,63.45944661,63.52366283,63.59860381,63.99195136,64.2579263,64.62352632,64.88681303,65.43499604,66.01644093,66.52250592,66.62403201,66.71108895
"Hong Kong SAR, China",HKG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42100143,54.39199829,53.35300064,52.81000137,53.44800186,54.36999893,54.66799927,55.05099869,55.7480011,56.53099823,57.33499908,58.25,59.85400009,59.7179985,60.06299973,60.28499985,60.65200043,61.15100098,61.07899857,61.22700119,59.8769989,61.18899918,61.97299957,63.3769989,63.76200104,64.27899933,64.59200287,65.1289978,65.54100037,65.73699951,65.91000366
Honduras,HND,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.84700012,45.98600006,46.58399963,47.25799942,46.99000168,47.62900162,47.61500168,48.01399994,48.26499939,47.86299896,46.72100067,45.58800125,45.29700089,45.02600098,44.77099991,44.52700043,41.6590004,40.9659996,42.93500137,44.31399918,46.05199814,43.02199936,41.97200012,45.54399872,48.43700027,50.3370018,50.15599823,49.3769989,53.83100128,53.98799896,54.14799881
Heavily indebted poor countries (HIPC),HPC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.86727823,64.79463035,64.70442641,64.61866558,64.54390525,64.63729782,64.76679391,64.87730625,65.00346523,65.12054296,65.21589923,65.26801969,65.35563766,65.43413839,65.5049618,65.55985459,65.37317698,65.11146032,64.87068494,64.58538888,64.25348997,63.9111049,63.4912722,63.35021959,63.21168878,63.11165469,63.26141823,63.38405674,63.58683077,63.57545766,63.56268466
Croatia,HRV,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.57300186,55.27600098,55.375,55.45899963,55.52199936,55.57099915,55.72200012,55.89899826,56.09999847,56.32099915,56.55199814,56.7840004,56.51599884,56.57600021,58.27500153,58.93600082,58.90100098,58.33300018,58.83599854,60.1230011,59.5870018,57.70800018,58.03900146,58.56999969,61.31800079,62.22499847,60.87900162,61.5,61.99100113,62.30099869,62.54000092
Haiti,HTI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.40000153,58.54999924,58.66799927,58.74900055,58.78900146,58.78499985,58.72600174,58.62400055,58.50999832,58.4280014,58.40599823,58.63899994,58.93500137,59.28300095,59.66400146,60.06200027,60.30500031,60.64599991,60.71099854,61.04000092,60.43700027,61.05099869,61.40499878,61.91199875,62.27299881,62.4640007,62.6629982,62.83499908,63.04299927,63.29899979,63.55099869
Hungary,HUN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.66600037,57.51300049,57.43299866,54.9679985,52.70199966,50.38600159,49.58499908,48.5719986,50.4090004,51.67399979,52.01699829,51.91600037,52.31000137,53.58499908,53.48699951,54.83399963,55.26800156,54.85599899,54.66199875,54.88199997,56.16199875,56.48799896,57.83599854,58.2179985,60.31499863,61.88899994,63.26399994,64.14900208,64.93000031,65.53500366,66.09999847
IBRD only,IBD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.79713625,55.76767009,55.82318965,55.65958358,55.66794168,55.56048222,55.32995957,55.17286487,54.99449454,55.00282424,54.79950153,54.45993967,54.18401949,53.97248511,53.80747014,53.64187104,53.06710199,52.74930618,52.17216579,51.76003608,51.13751606,50.71348153,50.36495266,50.11712648,49.82341051,49.65860004,49.50982174,49.36404131,49.27998193,49.07351222,48.8529141
